a (x1),b (x2),y1,y2,y3,y4
0.009155932,0.947262276,0,0,0,1
0.038007602,0.625072386,0,1,0,0
-0.058762541,0.412874644,0,0,0,1
0.00658913,0.996766341,0,0,0,1
0.027558832,0.504568651,0,1,0,0
-0.080613403,0.913806573,0,0,0,1
0.092053956,0.624402299,0,1,0,0
0.039207842,0.602170839,0,1,0,0
0.039407882,0.525609041,0,1,0,0
0.039607922,0.06306671,0,0,1,0
-0.049498214,0.081082435,0,0,1,0
0.172158125,0.68200499,0,1,0,0
0.187142858,0.662697253,0,1,0,0
0.040408082,0.495799399,0,0,0,1
0.040608122,0.266970662,0,0,1,0
0.040808162,0.473293127,0,0,0,1
0.164512234,0.104190192,0,0,1,0
0.041208242,0.256711079,0,0,1,0
0.043096409,0.88448044,0,0,0,1
-0.009114737,0.803028816,0,0,0,1
0.055624892,0.203876802,0,0,1,0
0.042008402,0.994024336,0,0,0,1
0.159218474,0.341924318,0,0,0,1
0.042408482,0.583158669,0,1,0,0
-0.066550989,0.793704396,0,0,0,1
0.091995361,0.734826724,0,0,0,1
-0.025384094,0.003313534,0,0,1,0
0.043208642,0.948158963,0,0,0,1
0.109551402,0.695279338,0,1,0,0
0.018795849,1.001254225,0,0,0,1
0.132588799,0.780418544,0,0,0,1
0.045686392,0.64250166,0,1,0,0
0.129484516,0.006319143,0,0,1,0
0.123459698,0.507316612,0,0,0,1
0.207946437,0.017664715,0,0,1,0
0.044808962,0.198821495,0,0,1,0
0.045009002,0.158062529,0,0,1,0
0.128089734,0.058786384,0,0,1,0
0.043126524,0.688748317,0,1,0,0
0.079018014,0.883953586,0,0,0,1
0.125724728,0.726277902,0,0,0,1
-0.090901578,0.166425991,0,0,1,0
-0.064986733,0.630447497,0,1,0,0
0.046409282,0.160263858,0,0,1,0
0.210899013,0.597832306,0,1,0,0
0.118312085,0.093953479,0,0,1,0
0.047009402,0.304678767,0,0,0,1
-0.098623353,0.787761925,0,1,0,0
0.104002576,0.736348382,0,0,0,1
-0.042064469,0.023171148,0,0,1,0
-0.051352633,0.610412478,0,1,0,0
0.048009602,0.428013954,0,0,0,1
0.200384322,0.648980132,0,1,0,0
0.186693178,0.1283206,0,0,1,0
-0.071438129,0.882259076,0,0,0,1
0.030601054,0.41319098,0,0,0,1
0.049009802,0.771517738,0,0,0,1
0.188691674,0.574414502,0,1,0,0
0.049409882,0.406272718,0,0,0,1
0.145061058,0.73593269,0,0,0,1
-0.061698144,0.179430882,0,0,1,0
0.050010002,0.354354601,0,0,0,1
0.025384399,0.90470294,0,0,0,1
0.064947345,0.138845226,0,0,1,0
0.202615713,0.12618473,0,0,1,0
0.017063925,0.978030825,0,0,0,1
-0.054871081,0.03508098,0,0,1,0
0.034669726,0.381263537,0,0,0,1
0.064213724,0.865810473,0,0,0,1
0.076550978,0.017992618,0,0,1,0
0.033253309,0.845486556,0,0,0,1
-0.001282778,0.407861516,0,0,0,1
0.012588027,0.352274967,0,0,0,1
0.052410482,0.791720462,0,0,0,1
0.174730555,0.353588775,0,0,0,1
0.200636544,0.546383586,0,1,0,0
0.053010602,0.099934892,0,0,1,0
0.115730107,0.854782107,0,0,0,1
0.096024039,0.943785443,0,0,0,1
-0.043226119,0.510244601,0,1,0,0
0.028924663,0.977219612,0,0,0,1
0.028271718,0.433254219,0,0,0,1
0.054210842,0.035470574,0,0,1,0
0.032648403,0.079541617,0,0,1,0
0.054610922,0.091501759,0,0,1,0
0.054810962,0.444085732,0,0,0,1
0.00242073,0.593627289,0,1,0,0
0.055211042,0.263872604,1,0,0,0
-0.038728435,1.067107283,0,0,0,1
0.055611122,0.349221023,1,0,0,0
0.098759192,0.308256448,1,0,0,0
-0.072479689,0.49641909,0,1,0,0
0.152509052,0.767788763,0,0,0,1
0.147081369,0.621765083,0,1,0,0
0.056611322,0.122436178,0,0,1,0
0.021787886,0.137802848,0,0,1,0
0.18765201,0.720865299,0,0,0,1
0.036785445,0.958055338,0,0,0,1
0.039204444,0.321880721,1,0,0,0
0.123127321,0.557923082,0,1,0,0
0.146733294,0.241924304,0,0,1,0
0.133813223,0.068537923,0,0,1,0
0.058211642,0.374335806,0,0,0,1
0.046147145,0.873303436,0,0,0,1
0.060833413,0.173200439,0,0,1,0
0.058811762,0.368170444,0,0,0,1
0.103635247,0.73212458,0,1,0,0
-0.026982013,0.768382932,0,1,0,0
-0.06544299,0.008761636,0,0,1,0
0.059611922,0.706133938,0,1,0,0
0.053595903,0.332542999,1,0,0,0
-0.0590693,0.475055882,0,1,0,0
0.060212042,0.605459929,0,1,0,0
0.026413842,0.463791492,0,1,0,0
0.215966467,0.334222684,0,0,0,1
0.146609918,0.792429881,0,0,0,1
0.061012202,0.944753675,0,0,0,1
-0.016160011,0.40037166,0,0,0,1
0.018714475,0.136285161,0,0,1,0
0.177140949,0.349593486,0,0,0,1
-0.060761778,0.675984243,0,1,0,0
0.062012402,0.573856721,0,1,0,0
-0.026281869,0.443837093,0,1,0,0
0.062412482,0.139798464,0,0,1,0
0.205394971,0.239904329,0,0,1,0
0.204478403,0.592213373,0,1,0,0
0.063012603,0.084956229,0,0,1,0
0.063212643,0.963033004,0,0,0,1
-0.014552458,0.908659892,0,0,0,1
0.115468863,0.863063789,0,0,0,1
0.063812763,0.949203492,0,0,0,1
0.004742438,0.377121171,1,0,0,0
-0.075819783,0.059199072,0,0,1,0
-0.066510669,0.472261622,0,1,0,0
0.064612923,0.20019298,0,0,1,0
0.064812963,0.770588271,0,1,0,0
0.076172358,0.668318379,0,1,0,0
0.097044027,0.457773398,0,0,0,1
0.199958275,0.644973772,0,1,0,0
-0.036516016,0.684079971,0,1,0,0
-0.074406722,0.769185894,0,1,0,0
0.095462404,0.57883929,0,1,0,0
0.066213243,0.098548981,0,0,1,0
0.066413283,0.187652272,0,0,1,0
0.081156801,0.3352489,1,0,0,0
0.081444549,0.930455689,0,0,0,1
0.067013403,0.900296496,0,0,0,1
0.067213443,0.259217227,1,0,0,0
0.067413483,0.193675033,0,0,1,0
-0.034352562,0.505972182,0,1,0,0
-0.093780613,0.517131886,0,1,0,0
-0.101933448,0.619718597,0,1,0,0
-0.079083778,0.076752034,0,0,1,0
0.068413683,0.518081425,0,1,0,0
0.148922025,0.508951895,0,1,0,0
0.075652203,0.168027254,0,0,1,0
0.069013803,0.519497421,0,1,0,0
0.035756966,0.74517116,0,1,0,0
0.069413883,0.400079948,0,0,0,1
0.120264243,0.338471441,1,0,0,0
0.111437754,0.453068211,0,0,0,1
0.208922553,0.238570106,0,0,1,0
0.020540927,0.353568146,1,0,0,0
0.169448172,0.796622191,0,0,0,1
0.023244883,0.373110944,1,0,0,0
-0.067545821,0.05823998,0,0,1,0
0.071014203,0.474076112,0,1,0,0
0.071214243,0.158536782,0,0,1,0
-0.049139599,0.169540616,1,0,0,0
0.071614323,0.699428981,0,1,0,0
0.153035995,0.884048423,0,0,0,1
0.072014403,0.554474279,0,1,0,0
-0.000351016,0.540971723,0,1,0,0
0.219018185,0.300930233,1,0,0,0
0.072614523,0.340437244,1,0,0,0
0.190733131,0.743322988,0,0,0,1
0.185034782,0.627600935,0,1,0,0
-0.013673555,0.101420277,0,0,1,0
0.146889534,0.507596168,0,1,0,0
0.018820987,0.028218801,0,0,1,0
0.11911876,0.023860811,0,0,1,0
0.055920182,0.27131233,1,0,0,0
-0.080828777,0.723484696,0,1,0,0
0.080623986,0.254330412,1,0,0,0
0.074614923,0.469084043,0,1,0,0
-0.036545535,0.679885267,0,1,0,0
-0.045037202,0.923035092,0,0,0,1
0.006735313,0.603395383,0,1,0,0
0.14837996,0.521437468,0,1,0,0
0.148277949,0.299605392,1,0,0,0
0.075815163,0.732969783,0,1,0,0
0.08210871,0.444051621,0,1,0,0
0.036137885,0.838988817,0,0,0,1
0.178154771,0.269794775,1,0,0,0
-0.006077626,0.361921131,1,0,0,0
0.076815363,0.515049418,0,1,0,0
0.077015403,0.283270226,1,0,0,0
0.043763413,0.971248631,0,0,0,1
0.219056678,0.292037053,1,0,0,0
0.077615523,0.905543705,0,0,0,1
0.07398164,0.714547609,0,1,0,0
0.195416875,0.759372417,0,0,0,1
-0.082509893,0.476509439,0,1,0,0
0.116354432,0.360164007,1,0,0,0
0.078615723,0.048783043,0,0,1,0
0.051560525,0.264036776,1,0,0,0
0.167002217,0.833205997,0,0,0,1
0.079215843,0.786890123,0,1,0,0
0.079415883,0.447486932,0,1,0,0
-0.08867833,0.296102261,1,0,0,0
0.145441434,0.870102671,0,0,0,1
-0.063970392,0.363808809,1,0,0,0
-0.049646483,0.014398108,0,0,1,0
0.080416083,0.865054287,0,0,0,1
0.066363435,0.045769183,0,0,1,0
-0.037010328,0.226418564,1,0,0,0
0.201480888,0.021771759,0,0,1,0
0.026900168,0.272533982,1,0,0,0
0.081416283,0.258997445,1,0,0,0
0.002503202,0.458280884,0,1,0,0
0.026905153,0.898784449,0,0,0,1
0.079862211,0.794174112,0,1,0,0
0.082216443,0.608033441,0,1,0,0
0.082416483,0.518615655,0,1,0,0
0.064498231,0.651618133,0,1,0,0
-0.031349192,1.057450497,0,0,0,1
0.096069366,0.016012754,0,0,1,0
0.189031514,0.732652573,0,1,0,0
0.157763139,0.563952112,0,1,0,0
0.082128038,0.322196866,1,0,0,0
0.004609357,0.01458599,0,0,1,0
0.084016803,0.927326553,0,0,0,1
0.092167374,0.941181661,0,0,0,1
0.14776306,0.827649238,0,0,0,1
0.084616923,0.882899944,0,0,0,1
0.1517487,0.814384116,0,0,0,1
-0.057688138,0.794623415,0,1,0,0
0.112630445,0.660520047,0,1,0,0
-0.009103434,0.111531543,0,0,1,0
0.212836243,0.292296645,1,0,0,0
0.074313326,0.049819514,0,0,1,0
0.017720561,0.979325699,0,0,0,1
0.056809407,0.748825615,0,1,0,0
0.203319411,0.55718353,0,1,0,0
-0.030844105,0.689442819,0,1,0,0
0.110465348,0.077385197,0,0,1,0
0.079235384,0.529579873,0,1,0,0
-0.074176756,0.646612712,0,1,0,0
0.100099221,0.480680718,0,1,0,0
0.087617524,0.58237416,0,1,0,0
0.103720831,0.074963645,0,0,1,0
0.088017604,0.47951039,0,1,0,0
0.056609128,0.512545539,0,1,0,0
0.031781156,0.112675944,0,0,1,0
0.16128051,0.28576078,1,0,0,0
0.218505789,0.349592197,1,0,0,0
0.089017804,0.27788706,1,0,0,0
0.02583298,0.059285791,0,0,1,0
0.089417884,0.406118339,1,0,0,0
-0.056377089,0.24955298,1,0,0,0
0.178306532,0.165913299,0,0,1,0
0.014042801,0.935810077,0,0,0,1
0.090218044,0.111691716,0,0,1,0
-0.001503431,0.176632261,1,0,0,0
0.111923073,0.592514113,0,1,0,0
0.220667535,0.504371498,1,0,0,0
0.159217119,0.397413409,0,1,0,0
0.146529794,0.751594367,0,1,0,0
0.017752126,0.708205802,0,1,0,0
-0.004561488,0.541927832,0,1,0,0
0.189973503,0.850679712,0,0,0,1
0.057184523,0.028237828,0,0,1,0
0.224530886,0.51006952,1,0,0,0
0.055458983,0.86555318,0,0,0,1
0.032696289,0.457653341,1,0,0,0
0.189366636,0.399292931,0,1,0,0
0.209158217,0.368581382,0,1,0,0
-0.001286008,0.619324285,0,1,0,0
0.093418684,0.433909195,1,0,0,0
0.198788903,0.183635319,0,0,1,0
0.093818764,0.440222649,1,0,0,0
0.094018804,0.936666161,0,0,0,1
0.167737392,0.45434837,1,0,0,0
0.189466601,0.304690343,1,0,0,0
0.209577866,0.701100789,0,1,0,0
0.094818964,0.598210283,0,1,0,0
0.034539672,0.613048003,0,1,0,0
0.095219044,0.685822175,0,1,0,0
-0.031871676,0.910327605,0,1,0,0
0.012023876,1.06760543,0,0,0,1
0.111042612,0.054309566,0,0,1,0
-0.007916905,0.621504121,0,1,0,0
0.07129932,0.234466929,1,0,0,0
0.096419284,0.780506831,0,1,0,0
0.021291909,0.756366662,0,1,0,0
0.120872079,0.885587872,0,0,0,1
0.142048667,0.484874827,0,1,0,0
0.044135676,1.054289171,0,0,0,1
0.097419484,0.143919462,0,0,1,0
-0.062893281,0.757821951,0,1,0,0
0.097819564,0.382619024,1,0,0,0
0.138973168,0.314808607,1,0,0,0
0.098219644,0.919905104,0,0,0,1
-0.01164358,1.056701923,0,0,0,1
0.098619724,0.234668514,1,0,0,0
0.014054568,0.130487657,1,0,0,0
0.229372534,0.479890595,0,1,0,0
0.009557607,0.940514662,0,0,0,1
0.200383262,0.630750156,0,1,0,0
0.099619924,0.393496379,1,0,0,0
0.166221026,0.406113761,0,1,0,0
0.061614113,0.558325149,0,1,0,0
0.100220044,0.656188523,0,1,0,0
0.100420084,0.178706416,1,0,0,0
-0.032084443,0.801199364,0,1,0,0
0.186641436,0.464096034,0,1,0,0
0.247717258,0.285096361,1,0,0,0
0.196399735,0.205011048,0,0,1,0
0.218555318,0.705932148,0,1,0,0
0.101620324,0.322206728,1,0,0,0
0.117222054,0.381399628,1,0,0,0
0.180163389,0.446346172,1,0,0,0
0.09552851,0.221474137,1,0,0,0
0.122909164,0.140763257,0,0,1,0
0.011650188,0.33552586,1,0,0,0
0.002154727,1.0920612,0,0,0,1
0.178073697,0.196996566,0,0,1,0
0.171008066,0.147398183,0,0,1,0
0.103420684,0.823928433,0,1,0,0
0.138021145,0.058598073,0,0,1,0
0.070068457,0.711252903,0,1,0,0
0.0203357,0.087455679,1,0,0,0
-0.003959884,0.025640869,0,0,1,0
0.104420884,0.775275088,0,1,0,0
0.243699741,0.498373772,0,1,0,0
0.044901824,0.509418792,0,1,0,0
0.210930177,0.22277377,0,0,1,0
0.137266217,0.066266899,0,0,1,0
0.049330888,-0.013286668,0,0,1,0
0.247801513,0.677600742,0,1,0,0
0.088399086,0.04249541,0,0,1,0
0.091142605,0.779153202,0,1,0,0
0.144269255,0.182995483,1,0,0,0
0.106421284,0.449870865,1,0,0,0
-0.003743272,0.923602495,0,1,0,0
0.038770547,0.835719317,0,1,0,0
0.219066759,0.69195986,0,1,0,0
0.034375742,0.160983668,1,0,0,0
0.007828961,-0.040586721,0,0,1,0
0.023459293,0.678758273,0,1,0,0
0.028080021,0.617767816,0,1,0,0
0.012091182,0.917437256,0,1,0,0
0.108221644,0.739853658,0,1,0,0
0.168530588,0.661904872,0,1,0,0
0.228075634,0.23249765,0,0,1,0
0.025402435,0.128248288,1,0,0,0
0.101729089,0.905619783,0,0,0,1
0.109065491,0.887680384,0,0,0,1
0.099577495,0.833219863,0,1,0,0
0.091277411,0.117590791,0,0,1,0
0.125507392,0.752200753,0,1,0,0
0.233577359,0.499545798,1,0,0,0
0.169061916,0.156017517,0,0,1,0
0.155467841,0.288025115,1,0,0,0
-0.022329444,0.711847107,0,1,0,0
0.051338708,0.646511664,0,1,0,0
0.145279719,0.243629655,1,0,0,0
0.111222244,0.131979808,0,0,1,0
-0.01225569,0.834115615,0,1,0,0
0.209197509,0.508622675,0,1,0,0
0.139351971,0.700919949,0,1,0,0
0.112022404,0.336985595,1,0,0,0
0.235023686,0.36056087,0,1,0,0
0.054366601,0.528258235,0,1,0,0
0.143758438,0.489498503,0,1,0,0
0.00482647,0.900576914,0,1,0,0
0.113022605,0.622926615,0,1,0,0
0.113222645,0.331823976,1,0,0,0
0.197673421,0.871329649,0,0,0,1
0.171295414,0.117763236,0,0,1,0
0.20946394,0.739599489,0,1,0,0
0.153334456,0.862407397,0,0,0,1
0.114222845,0.761718088,0,1,0,0
-0.038285734,0.675570901,0,1,0,0
0.246051428,0.635931252,0,1,0,0
0.114822965,0.726146887,0,1,0,0
0.134233726,0.580112887,0,1,0,0
0.115223045,0.637851907,0,1,0,0
0.217915239,0.716598432,0,1,0,0
0.115623125,0.829090913,0,1,0,0
0.19078017,0.402717643,1,0,0,0
0.224367536,0.370132294,0,1,0,0
0.116223245,0.237514207,1,0,0,0
0.116423285,0.823347894,0,1,0,0
0.078988715,0.556286826,0,1,0,0
0.131757652,0.369788076,1,0,0,0
0.063473703,1.049212449,0,0,0,1
0.229797622,0.289010889,1,0,0,0
0.142504519,0.696165485,0,1,0,0
0.01845546,0.623448704,0,1,0,0
0.057699448,0.498164108,1,0,0,0
0.118023605,0.58587092,0,1,0,0
-0.000405871,0.931023657,0,1,0,0
0.186208601,0.585334236,0,1,0,0
0.118623725,0.022921024,0,0,1,0
0.195021134,0.572168038,0,1,0,0
0.036096443,0.292392928,1,0,0,0
0.119223845,0.505513128,0,1,0,0
0.169347614,0.754138008,0,1,0,0
0.119623925,0.299130295,1,0,0,0
-0.044948112,0.683157846,0,1,0,0
0.100889295,0.183481531,1,0,0,0
0.120224045,0.24878642,1,0,0,0
0.144857746,0.068135203,0,0,1,0
-0.015012006,0.511927731,1,0,0,0
0.135263578,0.611835051,0,1,0,0
0.121024205,0.227941082,1,0,0,0
0.17047409,0.384822848,1,0,0,0
0.148764441,0.103754323,0,0,1,0
0.17258814,0.170337569,0,0,1,0
0.12986165,0.687580122,0,1,0,0
0.122024405,0.314408072,1,0,0,0
0.22274235,0.217580182,0,0,1,0
0.122424485,0.531971902,0,1,0,0
0.052316142,0.230350077,1,0,0,0
0.122824565,0.377869616,1,0,0,0
0.180289125,0.430377609,1,0,0,0
0.123224645,0.387660034,1,0,0,0
0.200910316,0.810380877,0,0,0,1
0.123624725,0.185223051,1,0,0,0
0.213778317,0.279099442,1,0,0,0
0.217583515,0.395078272,1,0,0,0
-0.00267726,0.764108901,0,1,0,0
0.252308797,0.435094457,0,1,0,0
0.174400893,0.795639129,0,1,0,0
0.106734163,0.951151366,0,0,0,1
0.090031462,0.096171555,1,0,0,0
0.125225045,0.870997747,0,0,0,1
0.125425085,0.778183762,0,1,0,0
0.142464363,0.446090348,1,0,0,0
0.059683261,1.003127529,0,0,0,1
0.008516448,0.221607935,1,0,0,0
0.204627173,0.405548737,1,0,0,0
0.142592002,0.5793959,0,1,0,0
0.126625325,0.752004542,0,1,0,0
0.174523863,0.801006311,0,1,0,0
0.213922968,0.484753171,1,0,0,0
0.24382321,0.365415458,1,0,0,0
0.029500611,0.103470545,1,0,0,0
0.266671768,0.428844507,0,1,0,0
0.201648728,0.190254836,0,0,1,0
0.16072306,0.873289717,0,0,0,1
0.128225645,0.779709212,0,1,0,0
0.132283659,0.407777297,1,0,0,0
0.065371425,0.007454127,0,0,1,0
0.25441393,0.511958327,0,1,0,0
0.125323566,0.3249708,1,0,0,0
0.030647128,0.597288281,0,1,0,0
0.095856649,0.144623262,1,0,0,0
0.106078754,0.222936014,1,0,0,0
0.162295064,0.159730508,1,0,0,0
0.184366864,0.437304067,1,0,0,0
0.152409227,0.778044881,0,1,0,0
0.130426085,0.554384799,0,1,0,0
0.10872928,-0.005443426,0,0,1,0
0.022271496,0.75927879,0,1,0,0
0.211987129,0.768858504,0,1,0,0
0.017457921,0.759246531,0,1,0,0
0.149615215,0.140850174,1,0,0,0
0.158150581,0.824715372,0,1,0,0
0.131826365,0.414772507,1,0,0,0
0.203845249,0.144789165,0,0,1,0
0.233253283,0.231740633,1,0,0,0
0.132426485,0.764612213,0,1,0,0
0.132626525,0.656291582,0,1,0,0
0.132826565,0.379845145,1,0,0,0
0.034609079,0.64522704,0,1,0,0
0.043446932,0.568840181,1,0,0,0
0.133426685,0.117839678,1,0,0,0
0.164237526,0.3464012,1,0,0,0
0.063833809,0.191247535,1,0,0,0
0.004167769,0.495867655,1,0,0,0
0.122531317,0.208330734,1,0,0,0
0.134426885,0.573268077,0,1,0,0
0.066555568,0.099493285,1,0,0,0
0.134826965,0.516475479,0,1,0,0
0.226136312,0.27735645,1,0,0,0
0.000606528,0.799445361,0,1,0,0
0.145729111,0.223722726,1,0,0,0
0.119668557,0.285324092,1,0,0,0
0.219583619,0.535515346,0,1,0,0
0.136027205,0.958981562,0,0,0,1
0.215238358,0.209745121,1,0,0,0
0.270567195,0.488779648,0,1,0,0
0.136627325,0.618753978,0,1,0,0
0.208508447,0.833798409,0,0,0,1
0.201699419,0.727793185,0,1,0,0
0.120329051,0.367654512,1,0,0,0
0.157351038,0.719024189,0,1,0,0
0.02431212,0.053292994,1,0,0,0
0.247964342,0.480590987,1,0,0,0
0.251210142,0.386154175,1,0,0,0
